,page_id,name_x,urlslug_x,id_x,align_x,eye_x,hair_x,sex_x,gsm_x,alive_x,appearances_x,first appearance_x,year_x,industry_x,name_y,urlslug_y,id_y,align_y,eye_y,hair_y,sex_y,gsm_y,alive_y,appearances_y,first appearance_y,year_y,industry_y
145,1598,Greta Hayes (New Earth),\/wiki\/Greta_Hayes_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,84.0,"1998, June",1998.0,DC,Ogun (Ninja) (Earth-616),\/Ogun_(Ninja)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,23.0,Nov-84,1984.0,MV
146,1906,Parallax (New Earth),\/wiki\/Parallax_(New_Earth),Secret Identity,Bad Characters,,,,,Living Characters,84.0,"1994, March",1994.0,DC,Kaluu (Earth-616),\/Kaluu_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,25.0,Aug-66,1966.0,MV
147,2610,Karen Beecher (New Earth),\/wiki\/Karen_Beecher_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,83.0,"1976, December",1976.0,DC,Wilbur Day (Earth-616),\/Wilbur_Day_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,73.0,Jun-65,1965.0,MV
148,1794,Mark Shaw (New Earth),\/wiki\/Mark_Shaw_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,81.0,"1975, August",1975.0,DC,Hargen (Earth-616),\/Hargen_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,12.0,Mar-77,1977.0,MV
149,1703,Neal Emerson (New Earth),\/wiki\/Neal_Emerson_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,81.0,"1963, June",1963.0,DC,Ghost (Earth-616),\/Ghost_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,97.0,Jun-87,1987.0,MV
150,1492,Sasha Bordeaux (New Earth),\/wiki\/Sasha_Bordeaux_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,79.0,"2000, December",2000.0,DC,Earthquake (Earth-616),\/Earthquake_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,26.0,Sep-80,1980.0,MV
151,2660,L-Ron (New Earth),\/wiki\/L-Ron_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,,Male Characters,,Living Characters,79.0,"1988, June",1988.0,DC,Scott Washington (Earth-616),\/Scott_Washington_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Mar-92,1992.0,MV
152,1854,Paul Booker (New Earth),\/wiki\/Paul_Booker_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,79.0,"1966, March",1966.0,DC,Arnold Brown (Earth-616),\/Arnold_Brown_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,Aug-65,1965.0,MV
153,1891,Jakeem Williams (New Earth),\/wiki\/Jakeem_Williams_(New_Earth),Secret Identity,,Brown Eyes,,Male Characters,,Living Characters,79.0,,,DC,Jocasta (Earth-616),\/Jocasta_(Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,,Living Characters,140.0,Aug-77,1977.0,MV
154,1523,Owen Mercer (New Earth),\/wiki\/Owen_Mercer_(New_Earth),Secret Identity,Reformed Criminals,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,78.0,"2004, October",2004.0,DC,Eros (Earth-616),\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,Feb-73,1973.0,MV
155,12149,Boodikka (New Earth),\/wiki\/Boodikka_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,77.0,"1992, January",1992.0,DC,Rick Mason (Earth-616),\/Rick_Mason_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,,,MV
156,3996,"Thaddeus Sivana, Sr. (New Earth)","\/wiki\/Thaddeus_Sivana,_Sr._(New_Earth)",Public Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,77.0,"1987, April",1987.0,DC,Eric Savin (Earth-616),\/Eric_Savin_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,17.0,Aug-89,1989.0,MV
157,18743,Helena Sandsmark (New Earth),\/wiki\/Helena_Sandsmark_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,75.0,"1996, January",1996.0,DC,Hank Joern (Earth-616),\/Hank_Joern_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Sep-85,1985.0,MV
158,2655,Hugh Dawkins (New Earth),\/wiki\/Hugh_Dawkins_(New_Earth),Secret Identity,Good Characters,White Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,74.0,"1986, November",1986.0,DC,Hera Argeia (Earth-616),\/Hera_Argeia_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,56.0,Apr-49,1949.0,MV
159,16733,Matthew Cable (New Earth),\/wiki\/Matthew_Cable_(New_Earth),Secret Identity,,,Black Hair,Male Characters,,Living Characters,74.0,"1972, November",1972.0,DC,Miguela Tores (Earth-616),\/Miguela_Tores_(Earth-616),,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,5.0,Nov-96,1996.0,MV
160,1927,Winslow Schott (New Earth),\/wiki\/Winslow_Schott_(New_Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,74.0,"1943, September",1943.0,DC,Erik Killmonger (Earth-616),\/Erik_Killmonger_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,32.0,Sep-73,1973.0,MV
161,1671,Neron (New Earth),\/wiki\/Neron_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,73.0,"1995, November",1995.0,DC,Nicholas Fury (Earth-616),\/Nicholas_Fury_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1137.0,May-63,1963.0,MV
162,1676,Victor Zsasz (New Earth),\/wiki\/Victor_Zsasz_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,73.0,"1992, June",1992.0,DC,Galactus (Earth-616),\/Galactus_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,390.0,Mar-66,1966.0,MV
163,2745,Cain (New Earth),\/wiki\/Cain_(New_Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,72.0,"1968, August",1968.0,DC,Hestia (Earth-616),\/Hestia_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4.0,Nov-80,1980.0,MV
164,7937,Thomas Oscar Morrow (New Earth),\/wiki\/Thomas_Oscar_Morrow_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,71.0,"1964, March",1964.0,DC,Epiphany (Earth-616),\/Epiphany_(Earth-616),,,Silver Eyes,Red Hair,Female Characters,,Living Characters,4.0,Jan-03,2003.0,MV
165,1565,Clifford Zmeck (New Earth),\/wiki\/Clifford_Zmeck_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,69.0,"1988, February",1988.0,DC,Laura Kinney (Earth-616),\/Laura_Kinney_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,265.0,Feb-04,2004.0,MV
166,1859,Mercy Graves (New Earth),\/wiki\/Mercy_Graves_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,67.0,"1999, August",1999.0,DC,Indech (Earth-616),\/Indech_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3.0,Nov-82,1982.0,MV
167,1521,Frances Kane (New Earth),\/wiki\/Frances_Kane_(New_Earth),Public Identity,,Blue Eyes,Purple Hair,Female Characters,,Living Characters,66.0,"1982, March",1982.0,DC,Terrance Sorenson (Earth-616),\/Terrance_Sorenson_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,20.0,Jul-74,1974.0,MV
168,1852,Krona (New Earth),\/wiki\/Krona_(New_Earth),Public Identity,Bad Characters,Green Eyes,White Hair,Male Characters,,Deceased Characters,66.0,"1965, October",1965.0,DC,Ilya Zarkov (Earth-616),\/Ilya_Zarkov_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,9.0,Jan-86,1986.0,MV
169,1647,Scandal Savage (New Earth),\/wiki\/Scandal_Savage_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Homosexual Characters,Living Characters,65.0,"2005, July",2005.0,DC,Carl Walker (Earth-616),\/Carl_Walker_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,26.0,Jan-74,1974.0,MV
170,63742,Jeremiah Arkham (New Earth),\/wiki\/Jeremiah_Arkham_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,65.0,"1992, June",1992.0,DC,Laura Broadbahr (Earth-616),\/Laura_Broadbahr_(Earth-616),Secret Identity,,Blue Eyes,Pink Hair,Female Characters,,Living Characters,4.0,Nov-02,2002.0,MV
171,1529,Albert Desmond (New Earth),\/wiki\/Albert_Desmond_(New_Earth),,,Green Eyes,Red Hair,Male Characters,,Living Characters,65.0,"1958, April",1958.0,DC,Skurge (Earth-616),\/Skurge_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,88.0,Apr-64,1964.0,MV
172,30097,Kent V. Nelson (New Earth),\/wiki\/Kent_V._Nelson_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,64.0,"2007, November",2007.0,DC,Renee Majcomb (Earth-616),\/Renee_Majcomb_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11.0,Nov-93,1993.0,MV
173,18180,Janos Prohaska (New Earth),\/wiki\/Janos_Prohaska_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,64.0,"1988, March",1988.0,DC,Markus Ettlinger (Earth-616),\/Markus_Ettlinger_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jul-91,1991.0,MV
174,19629,Jor-El (New Earth),\/wiki\/Jor-El_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,64.0,"1986, October",1986.0,DC,Rabble Rouser (Weinberg) (Earth-616),\/Rabble_Rouser_(Weinberg)_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,8.0,Apr-64,1964.0,MV
175,2605,Amy Winston (New Earth),\/wiki\/Amy_Winston_(New_Earth),Secret Identity,Good Characters,Violet Eyes,Blond Hair,Female Characters,,Living Characters,63.0,"1983, April",1983.0,DC,Stallior (Earth-616),\/Stallior_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,25.0,Oct-68,1968.0,MV
176,1497,Garfield Lynns (New Earth),\/wiki\/Garfield_Lynns_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,62.0,"1952, June",1952.0,DC,Leopold Stryke (Earth-616),\/Leopold_Stryke_(Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,40.0,Sep-63,1963.0,MV
177,1946,Emil LaSalle (New Earth),\/wiki\/Emil_LaSalle_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,61.0,"1981, December",1981.0,DC,Kubik (Earth-616),\/Kubik_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,11.0,Mar-88,1988.0,MV
178,11857,"Henry Heywood, Sr. (New Earth)","\/wiki\/Henry_Heywood,_Sr._(New_Earth)",Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,61.0,"1978, March",1978.0,DC,Edward Brock (Earth-616),\/Edward_Brock_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,318.0,Sep-86,1986.0,MV
179,2656,Paco Ramone (New Earth),\/wiki\/Paco_Ramone_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,60.0,"1984, October",1984.0,DC,Hermes Diaktoros (Earth-616),\/Hermes_Diaktoros_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,34.0,Dec-48,1948.0,MV
180,1973,Death (New Earth),\/wiki\/Death_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,58.0,"1989, August",1989.0,DC,James Proudstar (Earth-616),\/James_Proudstar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,320.0,Jun-84,1984.0,MV
181,9846,Ronald Reagan (New Earth),\/wiki\/Ronald_Reagan_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,58.0,"1950, June",1950.0,DC,Veronica Dultry (Earth-616),\/Veronica_Dultry_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,21.0,Aug-75,1975.0,MV
182,1587,Anita Fite (New Earth),\/wiki\/Anita_Fite_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,57.0,"2000, January",2000.0,DC,Utgard-Loki (Earth-616),\/Utgard-Loki_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,9.0,Jun-78,1978.0,MV
183,1793,Paul Kirk II (New Earth),\/wiki\/Paul_Kirk_II_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,57.0,"1942, April",1942.0,DC,Hard-Drive (Earth-616),\/Hard-Drive_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,13.0,Apr-91,1991.0,MV
184,1889,Sebastian Faust (New Earth),\/wiki\/Sebastian_Faust_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,55.0,"1993, November",1993.0,DC,Jonathan Powers (Earth-616),\/Jonathan_Powers_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,38.0,Jul-68,1968.0,MV
185,1487,Henry Heywood III (New Earth),\/wiki\/Henry_Heywood_III_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,55.0,"1984, October",1984.0,DC,Timothy Dugan (Earth-616),\/Timothy_Dugan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,517.0,May-63,1963.0,MV
186,2005,Anton Arcane (New Earth),\/wiki\/Anton_Arcane_(New_Earth),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,55.0,"1973, January",1973.0,DC,Takashi Matsuya (Earth-616),\/Takashi_Matsuya_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Oct-88,1988.0,MV
187,5439,Merlyn (New Earth),\/wiki\/Merlyn_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,54.0,"1971, November",1971.0,DC,Samuel John LaRoquette (Earth-616),\/Samuel_John_LaRoquette_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28.0,Mar-86,1986.0,MV
188,1922,Danton Black (New Earth),\/wiki\/Danton_Black_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,53.0,"1978, March",1978.0,DC,Khoryphos (Earth-616),\/Khoryphos_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,13.0,Oct-85,1985.0,MV
189,9049,Helena Kosmatos (New Earth),\/wiki\/Helena_Kosmatos_(New_Earth),Secret Identity,Good Characters,Red Eyes,Blond Hair,Female Characters,,Living Characters,52.0,"1987, March",1987.0,DC,Valtorr (Earth-616),\/Valtorr_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,3.0,Jan-93,1993.0,MV
190,1923,James Craddock (New Earth),\/wiki\/James_Craddock_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52.0,"1947, October",1947.0,DC,Frederick Kiber (Earth-616),\/Frederick_Kiber_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,6.0,Sep-78,1978.0,MV
191,2002,Lonnie Machin (New Earth),\/wiki\/Lonnie_Machin_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,50.0,"1989, November",1989.0,DC,Wyatt Wingfoot (Earth-616),\/Wyatt_Wingfoot_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,119.0,May-66,1966.0,MV
192,2613,Donald Hall (New Earth),\/wiki\/Donald_Hall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,50.0,"1968, June",1968.0,DC,Louis Hamilton (Earth-616),\/Louis_Hamilton_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,16.0,Mar-87,1987.0,MV
193,18657,Blaze (New Earth),\/wiki\/Blaze_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,49.0,"1990, July",1990.0,DC,Don Winston (Earth-616),\/Don_Winston_(Earth-616),,,,,Male Characters,,Living Characters,,,,MV
194,29823,Aristotle Rodor (New Earth),\/wiki\/Aristotle_Rodor_(New_Earth),Public Identity,,Blue Eyes,White Hair,Male Characters,,Living Characters,48.0,"1987, February",1987.0,DC,Adrian Eiskalt (Earth-616),\/Adrian_Eiskalt_(Earth-616),No Dual Identity,,Black Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Sep-93,1993.0,MV
195,10484,Harold Jordan (New Earth),\/wiki\/Harold_Jordan_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,48.0,"1978, January",1978.0,DC,Donald Birch (Earth-616),\/Donald_Birch_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,6.0,Mar-65,1965.0,MV
196,1963,Hugo Strange (New Earth),\/wiki\/Hugo_Strange_(New_Earth),Public Identity,Bad Characters,Grey Eyes,,Male Characters,,Living Characters,48.0,"1940, February",1940.0,DC,Hector Lennox (Earth-616),\/Hector_Lennox_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,14.0,Nov-86,1986.0,MV
197,2625,Mary Elizabeth Kane (New Earth),\/wiki\/Mary_Elizabeth_Kane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,46.0,1989,1989.0,DC,Leyu Yoshida (Earth-616),\/Leyu_Yoshida_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,7.0,May-01,2001.0,MV
198,2713,Siobhan McDougal (New Earth),\/wiki\/Siobhan_McDougal_(New_Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,46.0,"1987, December",1987.0,DC,Moondark (Earth-616),\/Moondark_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,10.0,Aug-73,1973.0,MV
199,2749,Arani Desai (New Earth),\/wiki\/Arani_Desai_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,45.0,"1977, September",1977.0,DC,Zartra (Atlantean) (Earth-616),\/Zartra_(Atlantean)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,4.0,Oct-73,1973.0,MV
200,18451,Gregory Sanders (New Earth),\/wiki\/Gregory_Sanders_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,45.0,"1941, November",1941.0,DC,Ahh (Earth-616),\/Ahh_(Earth-616),,,,White Hair,Female Characters,,Living Characters,1.0,Apr-91,1991.0,MV
201,1999,"William Everett, Sr. (New Earth)","\/wiki\/William_Everett,_Sr._(New_Earth)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,44.0,"1983, July",1983.0,DC,William Lumpkin (Earth-616),\/William_Lumpkin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,53.0,Feb-63,1963.0,MV
202,1690,Gavyn (New Earth),\/wiki\/Gavyn_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,44.0,"1980, January",1980.0,DC,Gateway (Earth-616),\/Gateway_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,64.0,May-88,1988.0,MV
203,1563,Lisa Snart (New Earth),\/wiki\/Lisa_Snart_(New_Earth),,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,44.0,"1977, June",1977.0,DC,Cassandra Nova Xavier (Earth-616),\/Cassandra_Nova_Xavier_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Female Characters,,Living Characters,21.0,Jul-01,2001.0,MV
204,1686,Elizabeth Chapel (New Earth),\/wiki\/Elizabeth_Chapel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,43.0,"1985, October",1985.0,DC,Isaac Christians (Earth-616),\/Isaac_Christians_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,127.0,Apr-81,1981.0,MV
205,19047,Harold Allnut (New Earth),\/wiki\/Harold_Allnut_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,42.0,"1989, December",1989.0,DC,Nathan Taylor (Earth-616),\/Nathan_Taylor_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,19.0,Mar-91,1991.0,MV
206,18760,William Henderson (New Earth),\/wiki\/William_Henderson_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42.0,"1987, January",1987.0,DC,Harley Traynor (Earth-616),\/Harley_Traynor_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Dec-99,1999.0,MV
207,3899,Edward Raymond (New Earth),\/wiki\/Edward_Raymond_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42.0,"1978, April",1978.0,DC,Derrick Beacon (Earth-616),\/Derrick_Beacon_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,,,MV
208,2746,Abel (New Earth),\/wiki\/Abel_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,41.0,"1969, July",1969.0,DC,Victor Conrad (Earth-616),\/Victor_Conrad_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,6.0,Jun-73,1973.0,MV
209,1944,Anthony Woodward (New Earth),\/wiki\/Anthony_Woodward_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,40.0,"2001, August",2001.0,DC,Kro (Earth-616),\/Kro_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,59.0,Aug-40,1940.0,MV
210,19050,Alexander Sartorius (New Earth),\/wiki\/Alexander_Sartorius_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,40.0,"1977, May",1977.0,DC,Thomas Sorenson (Earth-616),\/Thomas_Sorenson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,16.0,Oct-90,1990.0,MV
211,15332,Jenet Klyburn (New Earth),\/wiki\/Jenet_Klyburn_(New_Earth),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,40.0,"1976, October",1976.0,DC,Meranno (Earth-616),\/Meranno_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,37.0,Nov-75,1975.0,MV
212,16804,Ursa (New Earth),\/wiki\/Ursa_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39.0,"2007, January",2007.0,DC,Ophis (Earth-616),\/Ophis_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,6.0,Oct-03,2003.0,MV
213,2000,William Everett III (New Earth),\/wiki\/William_Everett_III_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,39.0,"1994, March",1994.0,DC,Pamela Shaw (Earth-616),\/Pamela_Shaw_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Sep-88,1988.0,MV
214,4857,Artemis Crock (New Earth),\/wiki\/Artemis_Crock_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,39.0,"1987, January",1987.0,DC,Kathleen Neville (Earth-616),\/Kathleen_Neville_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,33.0,Nov-89,1989.0,MV
215,1861,Shilo Norman (New Earth),\/wiki\/Shilo_Norman_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39.0,"1973, September",1973.0,DC,Interloper (Earth-616),\/Interloper_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,15.0,Sep-85,1985.0,MV
216,1677,Anatoli Knyazev (New Earth),\/wiki\/Anatoli_Knyazev_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,38.0,"1988, March",1988.0,DC,Rogue (Anna Marie) (Earth-616),\/Rogue_(Anna_Marie)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,850.0,,,MV
217,16969,Elizabeth Tremayne (New Earth),\/wiki\/Elizabeth_Tremayne_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,37.0,"1982, July",1982.0,DC,Marilyn Maycroft (Earth-616),\/Marilyn_Maycroft_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,4.0,Jun-92,1992.0,MV
218,4876,Lawrence Crock (New Earth),\/wiki\/Lawrence_Crock_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,37.0,"1947, May",1947.0,DC,Lord Nekron (Earth-616),\/Lord_Nekron_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Nov-68,1968.0,MV
